
0		1		8wvssvusB		0.000000		0.000000		0.000000		Y
1		1		CWIy6fDwS		0.000000		0.000000		0.000000		Y
2		1		KFW9LCIAw		0.000000		0.000000		0.000000		Y
3		1		cHTHFKV5N		0.000000		0.000000		0.000000		Y
4		1		UzvRORchR		0.000000		0.000000		0.000000		Y
5		1		ZqBpjVvuj		0.000000		0.000000		0.000000		Y
6		1		P3ATPcjq7		0.000000		0.000000		0.000000		Y
7		2		P3ATPcjq7		0.000000		0.000000		0.000000		Y
8		2		ZqBpjVvuj		0.000000		0.000000		0.000000		Y
9		3		ZqBpjVvuj		0.000000		0.000000		0.000000		Y
10		2		ZqBpjVvuj		0.000000		0.000000		0.000000		Y
11		4		ZqBpjVvuj		0.000000		500.000000		500.000000		Y
12		2		ZqBpjVvuj		500.000000		500.000000		0.000000		Y
13		5		ZqBpjVvuj		500.000000		100.000000		400.000000		Y
14		2		ZqBpjVvuj		100.000000		100.000000		0.000000		Y
15		6		ZqBpjVvuj		0.000000		0.000000		34.000000		N
16		6		20		0.000000		0.000000		34.000000		N
17		2		P3ATPcjq7		0.000000		0.000000		0.000000		Y
18		4		P3ATPcjq7		0.000000		8055555.000000		8055555.000000		Y
19		2				0.000000		0.000000		0.000000		
20		1		lC5MwTIcg		0.000000		0.000000		0.000000		Y
21		1		6ZSXGLnYR		0.000000		0.000000		0.000000		Y
22		1		z0WVyf3mZ		0.000000		0.000000		0.000000		Y
23		2		lC5MwTIcg		800.000000		800.000000		0.000000		Y
24		2		6ZSXGLnYR		500.000000		500.000000		0.000000		Y
25		2		z0WVyf3mZ		0.000000		0.000000		0.000000		Y
26		1		T7bEKaNkd		0.000000		0.000000		0.000000		Y
27		1		TU2GxiMqJ		0.000000		0.000000		0.000000		Y
28		1		h0NKbNO2C		0.000000		0.000000		0.000000		Y
29		1		SS31rcDx1		0.000000		0.000000		0.000000		Y
30		1		Keq3fn4Wi		0.000000		0.000000		0.000000		Y
31		1		E9nngnZp1		0.000000		0.000000		0.000000		Y
32		1		1IW2GbN2p		0.000000		0.000000		0.000000		Y
33		1		e8AnfXb2o		0.000000		0.000000		0.000000		Y
34		1		cywC5ImYt		0.000000		0.000000		0.000000		Y
35		1		cIFATaUjN		0.000000		0.000000		0.000000		Y
36		1		IVOJXJ8hl		0.000000		0.000000		0.000000		Y
37		1		PxcipHINO		0.000000		0.000000		0.000000		Y
38		1		b2oKpPldX		0.000000		0.000000		0.000000		Y
39		1		CcpIFRfnn		0.000000		0.000000		0.000000		Y
40		1		mhZ2XC4qa		0.000000		0.000000		0.000000		Y
41		1		RqZ1XxQHf		0.000000		0.000000		0.000000		Y
42		1		DVDKJ4MoZ		0.000000		0.000000		0.000000		Y
